SYMBOL,logFC,pVal,pAdj,sdSF,sdGC
NBR1,0.427103956007446,0.152557096528234,0.451601637669369,89.35832,33.66093
CYTH1,0.0901542013638171,0.711442614268575,0.889920764932225,72.36611,41.19298
RND3,-0.205911461,0.597745977783503,0.832578814427281,36.39288,15.7765
BRCA1,-2.554571876,0.0000139164551452824,0.000588705591795184,16.14607,33.49287
NT5C3B,-0.811645046,0.00189057423634691,0.0279252083193241,34.88726,61.79358
COA3,-0.026802988,0.881912376547919,0.957824140470946,219.9179,275.1085
ZPBP2,1.48117328491733,0.0487041638963051,0.243086099497752,13.88089,2.928968
MED24,-0.6406136,0.0919964009912236,0.347396399638137,16.80845,44.30955
PSMD3,-0.366390497,0.0376655270068079,0.209718761147081,56.81807,32.90824
EXOSC10,0.0973453931275288,0.741981304384554,0.902265158821962,56.82558,48.54529
GLOD4,-0.693847799,0.00758664621363392,0.0748010829766161,34.96674,33.38974
VPS53,-0.040283923,0.897485434450954,0.963147000903315,79.90501,76.08993
TAOK1,0.246601149075204,0.0774235888290182,0.316243597796041,143.8,106.7506
DNTTIP1,-0.505155109,0.0239491502646261,0.158082565637964,37.03046,59.62839
TNNC2,1.18171487370043,0.00418319775236472,0.0491714168234042,61.23472,14.13538
ACOT8,0.0822171229157908,0.787746444776365,0.921260790198262,30.21588,34.69971
CD300LG,0.75070278632278,0.0585792838531447,0.271033051799257,28.90136,24.42194
PYY,-0.689802555,0.593958656116074,0.830075845324788,7.0297,11.29249
VTN,0.17239162186851,0.871593953742376,0.953126665629673,5.273097,5.21814
NLK,0.349684416630468,0.221591559908573,0.540491244293449,80.04225,54.92969
TRAF4,0.172810820776444,0.583613849534978,0.824461009234902,54.53913,20.63052
RPL19,-0.599371258,0.00018678145106992,0.00502480615017481,844.0016,1347.2864
NEK8,0.504272231389325,0.23306833536076,0.554329473909073,21.30427,16.2932
CACNB4,1.59150309406339,0.0547917400284446,0.260449648262103,15.246369,3.411299
PLXDC1,0.516890697980849,0.203686878214386,0.521354496027897,61.78975,23.24403
ARL5B,-0.391150394,0.21525441448279,0.532507247204464,42.99567,90.71548
ZFP207,0.070360378942158,0.68364809736096,0.877052624359761,350.279,242.8731
PSMD11,-0.324699185,0.120502265214135,0.402711625711356,126.2991,119.813
C1QTNF1,1.38725750055877,0.0741847934355743,0.308502340191444,14.575353,3.570379
PIPOX,-0.623014258,0.576015294033031,0.820184866665426,6.250018,9.054141
TIMP2,0.276027463767398,0.292537283030408,0.616207452600768,120.7066,121.7742
ZC3H18,-0.206685266,0.446831851455343,0.741735188532263,96.07532,55.07288
TOP2B,0.413125907645181,0.0453391189182672,0.232517060236918,381.9395,381.313
RARB,-1.041197716,0.356493904833677,0.674753828149448,4.969793,17.078316
IGFBP4,0.721552820733012,0.0379187500600388,0.210753947351803,67.27918,39.98313
CDC6,-4.138190278,0.0000000000000746965187405316,0.0000000000146190424240063,8.524857,35.209751
SUZ12,0.0556115145744944,0.716966525419452,0.892394457483922,151.8978,140.2335
ATAD5,-1.183865087,0.0000492365987403287,0.00172353095048158,46.19747,81.27261
CRLF3,-0.433286324,0.0144064420185173,0.113708385778849,46.42807,109.7416
TNS4,2.09109184213491,0.00268540042221652,0.0359361661629436,11.963915,3.897899
TNFAIP1,0.0293846324641953,0.89549384409593,0.962897267839433,23.49074,21.82233
ABR,-0.271903436,0.44313994328281,0.740058309821582,34.23049,33.88444
RAB11FIP4,-0.330325047,0.299422042200495,0.622451858380232,38.48314,20.32735
CD40,0.504605695739532,0.388215353216285,0.69948000355673,24.34691,15.82802
SLC35C2,-0.357388809,0.297158425200058,0.619852046810192,33.20266,14.2613
ELMO2,-0.740995456,0.033614862523486,0.19609087277579,18.60224,22.94694
WSB1,0.580800192016101,0.00384233079965729,0.0464192695449338,98.71362,51.33988
TTPAL,-0.037395065,0.91756832784005,0.969580213658594,40.01653,33.05099
RHOT1,0.547833543919107,0.0267303816157764,0.169234769493818,71.24299,37.12893
RHBDL3,-0.120650972,0.857277279095584,0.947157781126613,9.224318,10.486089
ADA,-0.092073183,0.735137088238628,0.89922198363689,46.32068,65.66822
SERINC3,0.293454264707478,0.043178146558196,0.226630989159127,78.37418,129.9606
THA1,0.233843359970691,0.789613782567919,0.922266541862433,14.525823,9.092373
PGS1,0.120045629142286,0.538711105718255,0.800626462480372,59.00806,35.24948
BIRC5,-3.123195305,8.82668068466539E-026,5.75830581165858E-023,29.49086,134.34958
AFMID,0.268534702855949,0.709494765613818,0.889111537155078,9.158265,5.266169
PIGT,0.190823571191092,0.520426674267726,0.789489433098516,30.81904,12.75265
WFDC2,1.32700548523834,0.0412018222465949,0.220484224976589,44.17705,23.43538
DBNDD2,-0.10112882,0.79990666300374,0.926030645144014,29.11519,21.06739
MMP9,1.60057756653718,0.00531447127076743,0.0590551289470586,29.826429,7.769204
GHDC,0.288199796008235,0.577535645783412,0.821164997801502,29.78716,10.82715
PLTP,0.34128063409423,0.12136898032959,0.404055735704951,46.78871,58.18192
SLC12A7,0.121125626469217,0.60897086934938,0.838359630809331,22.70912,37.22111
CTSA,0.412098173573711,0.0106869579271801,0.0943366311314482,39.7294,60.95077
ZSWIM1,-0.292977995,0.662550948026272,0.865825868831507,10.192209,9.089306
SLC12A4,-0.159437349,0.698266646297747,0.883224210953892,40.22603,19.98385
MYO1C,0.160162327225798,0.644350651084041,0.855473428646046,64.72482,32.98522
CRK,0.228482785822465,0.255040265352728,0.57754779210698,72.01514,79.69417
COX7C,0.212445701945683,0.264209769224438,0.586992959825258,841.9262,709.5891
PITPNA,-0.115411748,0.557496876055046,0.811521810003148,172.3181,170.5196
MLX,-0.420916759,0.071162931327862,0.301370133330559,85.98887,74.73694
RETREG3,0.566149732975078,0.00939351936031745,0.0865143133085237,36.47003,38.90526
DHX58,0.511387457419875,0.437676682097115,0.73714248245945,10.37024,5.54496
RAB5A,0.283074262518772,0.101818598775634,0.368424728687334,123.4409,47.6767
NKIRAS2,-0.109626014,0.738646065401996,0.900909982550366,25.92313,23.74201
PPP2R5C,-0.734490535,0.0000793080864012019,0.00256555105120582,233.0364,596.7071
IFT52,0.146863545149742,0.577853019137642,0.821214281223657,44.23023,39.99863
MYBL2,-2.078164523,0.0109953656697458,0.095961226472246,13.05462,27.48432
EYA2,-0.133717872,0.67002050111587,0.869077104338696,28.8074,14.96841
B4GALT5,-0.294645488,0.468535475016561,0.756894340479745,16.98382,11.0962
PTGIS,0.401435894549482,0.571488636638575,0.818046954091257,28.65387,26.05868
CADPS2,1.05027291864114,0.102962048985851,0.370341924381669,12.63698,8.90072
DDX27,-0.165925908,0.663872981909924,0.86629638769744,57.06789,58.67301
CYTH3,0.505556507728343,0.194588802088875,0.508836211096443,53.33371,14.67196
CYTH4,0.275630504198756,0.362500379304412,0.679965069937603,56.53407,28.63066
RAC3,0.883218041813485,0.0699343588334255,0.298437810500352,20.5026,5.956126
RRP7A,-0.209111626,0.455231054096688,0.748063876363543,40.8793,25.72752
CYB5R3,0.20022869776998,0.374730115964219,0.690604010992165,50.32151,36.32609
INTS2,-0.278687211,0.234172671886595,0.555300386911825,24.60964,38.85582
MED13L,0.33063128827182,0.126347511161229,0.411612037414772,184.59745,68.95542
H2BC4,0.427623175939507,0.00620511643376342,0.0652474869062686,402.3376,283.1889
MAFK,-0.554532562,0.246152180440971,0.569000199792513,33.98642,22.61948
MED1,-0.427262551,0.0423781100705492,0.224463487609807,105.7997,182.4221
ERBB3,0.398940962189016,0.667066335862604,0.867635238824353,10.115627,9.627403
STARD3,-0.742088073,0.0673766452779495,0.292139610943466,37.19206,21.78038
IKZF3,-0.043421699,0.848344669767402,0.944367756455614,91.73732,100.78018
MFNG,0.112233019299467,0.770466319005616,0.914607247081283,48.70182,25.06802
VMP1,-0.047401258,0.834515436122835,0.939257291594798,53.30849,68.5081
UCHL5,-0.401733522,0.0559287076562036,0.263281953028617,57.736,69.75639
GLRX2,0.000980694161185024,0.996273007945157,0.999305348871044,86.5381,104.1101
RO60,0.789721528394376,0.000849662129079075,0.015432900179804,42.63767,22.44968
STK4,0.133050507186869,0.323984581753973,0.647184264913691,97.94694,132.81717
WFDC15B,2.41491127192814,0.0631001484252818,0.282396041863218,15.974011,4.211768
PMP22,0.389134166939242,0.362757180319981,0.680178351967791,65.58025,37.5621
ZCCHC10,-0.81396834,0.000683411322345944,0.0132100877456425,18.7658,16.62126
PSMB6,-0.298936763,0.0459760839467094,0.234249120193176,285.7693,460.6834
SPAG7,-0.593541802,0.0387257823488878,0.214023852536723,38.92029,22.18685
PFN1,-0.457947797,0.00339438604570594,0.0424153414277077,717.9087,1327.8938
TOMM34,0.126243288856248,0.681020418381959,0.876581444476022,103.92747,32.95354
YWHAB,-0.099386472,0.574248367346275,0.818927651656857,263.1163,226.5188
KSR1,0.283858132574602,0.618255379996883,0.842547174219793,20.52648,18.7457
GPX3,0.110300855470824,0.813724212656009,0.931815473449732,696.2261,871.8993
ANXA6,-0.229902071,0.225925043400353,0.545965180509234,74.9017,41.56313
IL12RB2,-0.988566165,0.150337048050393,0.448433446623168,8.453819,9.674391
ZKSCAN6,0.155592983164914,0.669983089804946,0.869077104338696,10.00137,17.03782
KPNA2,-2.280803835,0.000163800385479512,0.00455755800718514,46.0807,134.6024
SMURF2,0.597292764560857,0.0263637613308885,0.167591315938986,99.94633,41.18891
CEP95,0.134778687086493,0.651326076451704,0.859677857929644,54.84831,56.50961
VEZF1,0.139148861038973,0.349350249731362,0.670095938908694,98.61694,119.1448
2210416O15RIK|CUEDC1,0.931869700294044,0.10022156633321,0.365256046431086,60.46902,22.8365
SRSF1,-0.416121207,0.0152319923150605,0.117423586251552,106.2835,149.9208
ABI3,-0.416850962,0.0149490996673305,0.116151544213423,101.9569,139.6855
KIF3A,-0.325455852,0.475775872893209,0.761698148870047,54.41672,31.83053
SEPTIN8,0.338038902266767,0.559436412360515,0.813042729434984,13.063486,8.435964
MTMR4,-0.34993461,0.446342914243649,0.741723389051473,34.48531,25.18215
MRM1,-0.128125032,0.860525193984264,0.94841918641501,13.055458,8.074005
MAPT,0.452978455618114,0.624343315965097,0.845837440344858,9.705267,9.722378
KANSL1,-0.026221708,0.899729383269401,0.963851516906766,102.1141,156.3583
GID4,-0.055121804,0.832770324835476,0.938455834147917,72.49471,54.89247
MYO1B,1.1572010012682,0.00411192898418484,0.0485890355512317,79.68622,27.87983
DHX40,-0.252997279,0.364919263155182,0.68194992959576,54.28013,58.61576
YPEL2,-0.334993994,0.260813652208167,0.583448971656419,94.29767,88.96063
AKAP1,0.505586639289293,0.177460373182597,0.485461545459435,32.66321,30.69921
NOL11,-0.173334399,0.465620331884891,0.754759036786597,54.06261,53.85801
DERL2,0.179546617276609,0.394002986796227,0.704141995065419,97.61448,89.85441
C1QBP,-0.429987212,0.0784911960277526,0.317936945565519,51.33069,103.9874
RPAIN,-0.152056036,0.542890635670197,0.803028181730873,62.5615,58.57079
CHD3,0.545760566784594,0.00205519406781371,0.0298775984398878,139.3447,121.1342
KDM6B,-0.046519943,0.862873726037377,0.949118594367221,366.9462,450.4467
APPBP2,-0.119654512,0.51664617010691,0.787263171324953,62.96641,62.94067
ADORA2B,0.425684995034594,0.764748708060768,0.912164866819264,9.627978,5.232888
NCOR1,-0.091283304,0.334893862093089,0.657071829422494,280.7437,194.3383
TRPV2,0.279292595545549,0.249158968812433,0.572036845493329,48.65121,33.34961
CENPV,0.183582236273445,0.561050863676712,0.813119588730306,52.08554,36.5004
PCGF2,1.49781579361359,0.163381014778292,0.467527014805262,9.950022,4.188999
CWC25,-0.388251455,0.158893064736156,0.461355175983154,48.72313,50.34417
PIP4K2B,0.328124696925769,0.440546733966049,0.739197188766483,45.90037,32.71329
TRIM37,-0.513847705,0.213018547280584,0.530745511582756,60.15903,47.35157
YBX2,-3.217134432,0.0000351279778910621,0.00129716686283104,4.360494,10.371609
CTDNEP1,-0.152019121,0.485282299993593,0.767715340041051,58.37727,42.0089
ELP5,-0.422168668,0.170123613247637,0.476889469555327,59.594,50.43336
SLC2A4,0.874593458100008,0.0730648666733666,0.305876100937139,76.93272,30.17974
GABARAP,0.337481990046611,0.0470051401935049,0.237023987120678,321.0367,212.1936
CLDN7,0.646483193485318,0.349705875923511,0.670138403578998,19.038288,9.887347
2810408A11RIK,-0.095433776,0.921038303624033,0.971286907782143,42.51112,21.56682
PHF23,0.0913839273608915,0.607500474917915,0.837674109898735,44.34658,71.22079
ACADVL,0.586833935325268,0.212403700490063,0.530441910966322,601.3889,514.5225
G3BP1,-0.509732356,0.00571132813372905,0.0617557075896379,84.30576,165.30981
ATOX1,0.120768761156082,0.470403668528876,0.758429640423912,327.76,233.3881
SPARC,0.460488997611429,0.295877413423979,0.61864400496782,366.4551,432.0955
MIEF2,0.597610532734271,0.137978328513653,0.430086937992885,30.3181,18.06423
TBX3,1.54507835831514,0.0491071873826537,0.244474159888779,31.59356,9.399358
MMP7,3.64556897253142,0.0294685657454065,0.180230208545246,12.494208,1.369063
DUSP14,0.273801426971519,0.824713617882571,0.935555797361789,8.270732,4.772065
TADA2A,0.0836179614020151,0.861528733362302,0.948582719856647,24.678978,7.501352
IKZF1,0.157652328578368,0.302530245564058,0.625734174249952,190.46,194.816
PNPO,0.0171844853061738,0.966915120567054,0.98999411736322,35.55667,20.2938
COG1,-0.215292993,0.552786149576726,0.808781334973897,26.70126,44.91843
CBX1,-0.317894037,0.0482105421437903,0.241237602539254,204.3233,278.0962
CDK5RAP3,-0.266841447,0.317276455482742,0.640484458934153,45.78713,24.33237
COPZ2,0.55961214547314,0.00777676839326406,0.0757219295605319,63.03706,45.94697
SLC25A39,0.61534349433396,0.0312514024328148,0.186899621043003,371.4317,171.4312
SP2,-0.073679849,0.803143508282095,0.927209696886356,17.06776,28.60785
AATF,0.214287743467456,0.510994285633875,0.784014351240508,25.35141,27.55578
DYNC1H1,0.789284811687535,0.0203447219999597,0.141887444255398,273.3732,123.5581
PEX12,0.120800347644902,0.820657974615368,0.934652801615662,22.95489,17.19568
NDEL1,0.40312955198164,0.106212360186221,0.377155157681414,66.89303,38.60581
SLC25A35,1.23219579296203,0.0249065148088834,0.162281024703574,31.22541,24.11669
ZBTB4,0.510183064558066,0.115358435598554,0.393586190055908,74.19605,32.06819
TNFSFM13,1.53520743476721,0.0684026071556187,0.294874480001298,16.67531,6.116292
MPDU1,0.0594109333046042,0.794486586056421,0.923993449769537,68.20737,65.82999
FXR2,-0.055164761,0.81600720222208,0.932899001535769,77.38339,50.77464
ATP5G3,0.219024805504351,0.059207909087094,0.272812899522257,168.9072,163.9579
CD68,0.239427024943871,0.45550759309624,0.748130266645293,67.17246,40.18715
ACSL1,0.256110670511531,0.687155650508571,0.877552693312617,473.6444,508.9066
ABCA5,0.625589424874653,0.478146358547039,0.763211085306453,48.65299,16.71668
SMYD4,-0.372448605,0.460373705923526,0.751545314737218,38.2533,13.32884
LSP1,-0.641186878,0.000692017775610175,0.0133435003851336,94.66287,280.92654
ZFYVE27,0.29013230624677,0.440772648892985,0.739197188766483,53.73872,35.31659
AVPI1,1.07657827873488,0.00111899938401138,0.0190525622253243,47.86599,45.68519
MYH11,0.351092381100378,0.417807525265908,0.721872922433052,36.49444,26.18312
RAD51D,-0.497039434,0.216351935259898,0.534200679349982,22.83334,21.45825
UNC45B,0.716113075078812,0.282940077903151,0.605771785522523,15.729831,8.694508
PANK3,-0.034933212,0.846392140342473,0.943670279950303,60.63899,58.46143
RARS,0.11916797622706,0.54207630650433,0.802933699412017,42.04687,51.47863
WWC1,0.438104615161957,0.440212133522944,0.739197188766483,13.388659,9.952737
MRPL58,-0.617412354,0.000248301564396792,0.00621655087988218,132.6137,183.2832
FDXR,-0.201075703,0.640295464151352,0.854291102021109,22.00592,13.74041
MRPL45,-0.007494388,0.971968477924754,0.992007030415406,82.31047,81.05167
MB,0.320708969051091,0.76065024561516,0.909608255983851,79.58369,72.94843
IRF1,0.41633622931827,0.103472245795722,0.371745055627265,40.83949,55.2874
SLC22A5,0.400528696983875,0.396275263971155,0.706178216252717,45.69198,15.48459
P4HA2,0.244389625933568,0.731786629455127,0.898484955010338,15.13896,13.46185
ALOX12E,-0.076082695,0.913969601413494,0.96839832505455,16.28605,16.05037
ARRB1,0.169278583386955,0.766720306212375,0.912842781423822,39.71371,19.31831
TM4SF5,-0.134882948,0.837917149292864,0.940516797367437,8.348785,9.151388
CXCL16,0.632146191649855,0.0353977582698451,0.202937642340155,50.4596,36.29666
PELP1,-0.387325892,0.445722282078105,0.741404469197317,41.69758,37.54668
MED11,-0.130735185,0.640890103537614,0.854574719050283,49.46603,35.93665
ALOX15,-0.722369576,0.376699398464473,0.691828596701503,9.137648,14.200165
CCL6,1.09873519817536,0.0083026605737828,0.0791289676424304,116.73231,72.81935
CCL4,-0.405388912,0.713055300817791,0.890965923374794,11.01,14.60052
NATD1,0.093342996480744,0.873826346974855,0.954345641363372,42.40837,18.44601
MAP2K3,-0.186502671,0.496725763674497,0.776029444606538,53.23902,29.50959
YWHAH,-0.082099058,0.600235402756664,0.83347143596957,161.8645,130.8534
SART3,-0.913960136,0.00094564196842746,0.0168249048859872,14.51875,40.86145
E2F2,-1.241006557,0.0000000000000231070451295604,0.00000000000495598637799353,52.43762,125.14544
SLFN3,-1.442380196,0.00134687421960253,0.0217178266285445,11.05321,18.39121
NARS2,0.0578738439646287,0.890951258476955,0.961114374776979,14.75241,13.10368
SLC35B4,-0.64447817,0.119342421308745,0.40020224682609,44.47114,28.38019
DALRD3,-0.128164448,0.647157275813557,0.856715283585835,65.58556,53.35515
FIS1,0.119651519202208,0.391853995322782,0.702296017029395,137.8902,140.4896
PLOD1,0.470671385928333,0.148592057378905,0.446203652163698,26.35421,12.82568
RAB3D,0.0770179944942521,0.844925547006028,0.943251858606859,23.32158,24.98053
MFSD3,0.733650507398404,0.406812881841154,0.713186573842452,26.95598,14.85751
SLC25A22,-0.001750806,0.995755702826456,0.99910106308925,24.70834,26.12431
ATP6AP1,0.29608906930134,0.0965628144004445,0.35708171588752,63.75098,79.06573
DNASE1L1,-0.371121548,0.570578295532477,0.817766806980808,14.89602,19.95067
CCL9,0.622666193208073,0.215121291733589,0.532407529292362,39.40396,37.16991
SCRN1,4.54827843597098,0.0356002692504495,0.203576850129396,24.47376,1.335649
BC005537,0.379824874938535,0.0251581845697634,0.16347099758735,177.4422,221.2812
ISYNA1,-0.133975568,0.713776709624338,0.891376678722533,45.14154,45.29219
HARS2,0.405446799710662,0.19773435409401,0.5130044722767,70.39418,28.41802
CACNG2,-0.477310926,0.861980819345994,0.948781644578624,6.682629,9.281943
TMEM160,0.196033436910496,0.170257985917516,0.476889469555327,90.99253,135.8084
RAB5C,-0.327644104,0.148515836126345,0.446060319629807,76.97048,71.3085
MDH2,-0.105571661,0.595481058774622,0.831116019578442,361.0661,294.4035
H13,0.0104620485512154,0.942208280228032,0.981603642523781,66.49998,163.48864
RNF145,0.113166511673563,0.543144813632072,0.803028181730873,78.24701,85.91319
